QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2024-880,2024,"Which one of the following causes of bloody diarrhea should prompt further evaluation for hemolytic 
uremic syndrome? 
A)   Campylobacter bacteria 
B)   Entamoeba histolytica 
C)   Salmonella bacteria 
D)   Shiga toxinâ€“producing Escherichia coli 
E)   Shigella bacteria

A) 
B) 
C) 
D) 
E) ",Nonspecific,Diagnosis,Acute Care and Diagnosis,D
Q2024-881,2024,"Which one of the following cardiovascular changes reflects normal physiology of pregnancy in the 
first trimester? 
A)   Decreased resting heart rate 
B)   Increased afterload 
C)   Increased preload 
D)   Increased systemic vascular resistance 
E)   Increased systolic blood pressure

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Management,Foundations of Care,C
Q2024-882,2024,"A physically active 25-year-old male presents with foot pain after an injury. X-rays are obtained. 
 
A proximal fracture at which one of the following metatarsals would be at the greatest risk for 
nonunion? 
A)   First 
B)   Second 
C)   Third 
D)   Fourth 
E)   Fifth

A) 
B) 
C) 
D) 
E) ",Injuries/Musculoskeletal,Treatment,Acute Care and Diagnosis,E
Q2024-883,2024,"A 70-year-old male with well-controlled hypertension reports that he slipped and fell in his bedroom 
2 weeks ago. The fall did not result in any injuries. He has heard that tai chi is effective at reducing 
fall risk in older adults, but no classes are offered locally. He asks about other options to prevent 
future falls. 
 
You should tell this patient that in older adults, evidence shows that any type of exercise 
A)   decreases fall risk for women but not men 
B)   decreases health-related quality of life 
C)   reduces the rate of falls 
D)   reduces the rate of falls requiring hospital admission

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Prevention,Preventive Care,C
Q2024-884,2024,"A 76-year-old male with a history of hypothyroidism, type 2 diabetes, remote partial ileocolectomy, 
and a Schatzki ring treated with dilation presents for follow-up. The review of symptoms is negative, 
but his spouse has noted some new memory impairment. The patient consumes a healthy vegetarian 
diet that includes dairy. Recent laboratory studies are significant for a vitamin B  deficiency. His 
12
current medications include: 
Atorvastatin (Lipitor) 
Insulin glargine (Lantus) 
Levothyroxine (Synthroid) 
Liraglutide (Victoza) 
Which one of the following factors in this patient would be the most likely cause of a vitamin B  
12
deficiency? 
A)   Diet 
B)   Diabetic therapy 
C)   Statin therapy 
D)   Esophageal condition 
E)   Surgical history

A) 
B) 
C) 
D) 
E) ",Endocrine,Diagnosis,Acute Care and Diagnosis,E
Q2024-885,2024,"A 68-year-old male with coronary artery disease, major depression, and hypertension presents for 
routine follow-up. He currently smokes a half-pack of cigarettes per day and asks what options are 
available to help with smoking cessation. 
 
Which one of the following would be the most effective treatment for smoking cessation? 
A)   Bupropion (Wellbutrin SR) only 
B)   Varenicline only 
C)   Bupropion plus nicotine gum (Nicorette Gum) 
D)   Varenicline plus nicotine gum 
E)   The nicotine patch (Nicoderm CQ) plus nicotine gum

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Management,Chronic Care Management,D
Q2024-886,2024,"A 78-year-old male with a history of hypertension, type 2 diabetes, ongoing tobacco use, and carotid 
endarterectomy presents to the emergency department with bloody diarrhea and severe lower 
abdominal pain. Which one of the following is the most likely diagnosis? 
A)   Angiodysplasia 
B)   Arteriovenous malformation 
C)   Colon cancer 
D)   Irritable bowel syndrome 
E)   Ischemic colitis

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Diagnosis,Emergent and Urgent Care,E
Q2024-887,2024,"A 35-year-old male presents to the urgent care clinic this morning after he became lost while hiking 
and was trapped outdoors overnight. He stayed in freezing temperatures with no preparation and was 
wearing light daytime clothing. He reports a sensation of pins and needles and very sensitive skin in 
his left index and middle fingers. On examination his vital signs are normal, including a core 
temperature of 37.0 Â°C (98.6 Â°F). His skin is normal except for his left index and middle fingers, 
which appear pale. 
 
Which one of the following would be the most appropriate initial treatment? 
A)   Slow rewarming by remaining indoors at room temperature 
B)   Rapid rewarming using body heat by placing the hand in the axilla 
C)   Rapid rewarming in front of a dry heat source 
D)   Rapid rewarming in a warm water bath 
E)   Rapid rewarming using small chemical heating pads

A) 
B) 
C) 
D) 
E) ",Injuries/Musculoskeletal,Treatment,Acute Care and Diagnosis,D
Q2024-888,2024,"A patient is considering hormonal contraception, and you counsel her regarding the potential for 
abnormal uterine bleeding. Which one of the following contraceptives is most associated with 
abnormal uterine bleeding that is less likely to improve with time? 
A)   A combined oral contraceptive with continuous dosing 
B)   A combined oral contraceptive with cyclic dosing 
C)   Medroxyprogesterone acetate (Depo-Provera CI) 
D)   An etonogestrel implant (Nexplanon) 
E)   A levonorgestrel IUD (Mirena)

A) 
B) 
C) 
D) 
E) ",Reproductive: Female,Pharmacology,Preventive Care,D
Q2024-889,2024,"A 55-year-old female presents with lateral hip pain. You suspect greater trochanteric pain syndrome 
and prescribe anti-inflammatory medications and physical therapy. 
 
If her pain does not respond to these measures, which one of the following alternative diagnoses is 
most likely? 
A)   Femoroacetabular impingement 
B)   Gluteus medius tendon tear 
C)   Ischiofemoral impingement 
D)   Labral tear 
E)   Piriformis syndrome

A) 
B) 
C) 
D) 
E) ",Injuries/Musculoskeletal,Pharmacology,Acute Care and Diagnosis,B
Q2024-890,2024,"A 15-year-old male is brought to your office for a sports preparticipation evaluation. You obtain a 
medical history and perform a physical examination, including elements from the American Heart 
Association's (AHA) 14-point screening evaluation. 
 
According to the AHA 14-point screening evaluation, which one of the following findings would 
warrant an EKG prior to clearing this patient for participation in sports? 
A)   Elevated systemic blood pressure 
B)   Complete recovery from mild COVID-19 diagnosed 14 days ago 
C)   A family history of coronary artery bypass surgery in a 65-year-old grandfather 
D)   A family history of mitral stenosis due to rheumatic heart disease in a 45-year-old aunt 
E)   A coachâ€™s request for an EKG

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Screening,Preventive Care,A
Q2024-891,2024,"A 50-year-old male sees you for follow-up of hypertension. His only medications are 
hydrochlorothiazide and lisinopril (Zestril). He does not smoke cigarettes or drink alcohol, and he 
does not have any concerns today. Examination findings are unremarkable. A comprehensive 
metabolic panel is normal, but a CBC reveals a platelet count of 110,000/mm3 (N 150,000â€“450,000). 
A repeat platelet count is 115,000/mm3. 
 
Which one of the following would be the most appropriate initial test? 
A)   A prothrombin time and partial thromboplastin time 
B)   A peripheral blood smear 
C)   A serum haptoglobin level 
D)   Serum protein electrophoresis 
E)   Bone marrow aspiration

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Workup,Acute Care and Diagnosis,B
Q2024-892,2024,"A 68-year-old male presents to your office because of a sudden onset of pain and cold sensation in 
the right lower leg that began 3 hours ago. He rates his pain as 9 out of 10. He has a past medical 
history of hypertension, coronary artery disease with a coronary artery bypass graft 3 years ago, and 
stage 3a chronic kidney disease. He currently smokes cigarettes.  
 
His vital signs include a blood pressure of 160/85 mm Hg, a heart rate of 99 beats/min with regular 
rhythm, a respiratory rate of 18/min, and an oxygen saturation of 94% on room air. An examination 
reveals a right lower leg that is cold at the midcalf and right foot without palpable or Doppler pedal 
pulses. Doppler imaging reveals a venous hum. His capillary refill is very slow, and there is a loss of 
pinprick sensation in all of the toes of the right foot. His motor ability is maintained. You hear a 
possible faint bruit over the right femoral artery. 
 
Which one of the following is the most appropriate next step in management? 
A)   Urgent outpatient echocardiography 
B)   Urgent outpatient arteriography of the right leg 
C)   Emergent referral to the emergency department (ED) for evaluation by a vascular subspecialist 
D)   Aspirin, 650 mg, plus sublingual nitroglycerin, and ambulance transfer to the ED 
E)   Hospital admission for heparin infusion

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Management,Emergent and Urgent Care,C
Q2024-893,2024,"A 23-month-old toddler is brought to the clinic with a temperature of 38.2 Â°C (100.7 Â°F). The parents 
say the child has been urinating more frequently. A urine dipstick and culture confirm a urinary tract 
infection. 
 
After treatment with an antibiotic, which one of the following would be the most appropriate next 
step? 
A)   A repeat urine culture 
B)   Antibiotic prophylaxis 
C)   Renal and bladder ultrasonography 
D)   A voiding cystourethrogram 
E)   A dimercaptosuccinic acid (DMSA) renal scan

A) 
B) 
C) 
D) 
E) ",Nephrologic,Pharmacology,Acute Care and Diagnosis,C
Q2024-894,2024,"A 38-year-old female with uncontrolled hypertension, prediabetes, and polycystic ovary syndrome 
sees you for follow-up. Her past surgical history includes a cesarean delivery and a tubal ligation. She 
is concerned because she has not had any menstrual bleeding in the past 5 months. A urine pregnancy 
test today is negative. 
 
Which one of the following would be the most appropriate treatment? 
A)   No medication 
B)   Drospirenone/ethinyl estradiol (Yaz) daily 
C)   Levonorgestrel/ethinyl estradiol (Jolessa) continuous cycle daily 
D)   Medroxyprogesterone (Provera) for 10 days every 3 months 
E)   A copper IUD (Paragard)

A) 
B) 
C) 
D) 
E) ",Sexual and Reproductive,Pharmacology,Chronic Care Management,D
Q2024-895,2024,"A 65-year-old patient presents to your office for an annual health maintenance examination. You 
discuss vaccination recommendations, and the patient reports having received the live zoster vaccine 
8 years ago. 
 
Which one of the following should you recommend regarding herpes zoster (shingles) vaccination? 
A)   No further vaccination 
B)   No further vaccination if laboratory testing reveals immunity 
C)   One dose of recombinant zoster vaccine (Shingrix) 
D)   Two doses of recombinant zoster vaccine 
E)   Two doses of live varicella vaccine (Varivax)

A) 
B) 
C) 
D) 
E) ",Nonspecific,Prevention,Preventive Care,D
Q2024-896,2024,"Which one of the following studies should be obtained in all toddlers with suspected physical abuse? 
A)   A funduscopic examination 
B)   Skeletal survey radiography 
C)   Head CT without contrast 
D)   Abdominal CT with contrast 
E)   A bone scan

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Workup,Acute Care and Diagnosis,B
Q2024-897,2024,"A 72-year-old female presents with suspected tinnitus. She describes a long-standing, low-grade 
ringing in both ears that seems to be worsening over time. She started using hearing aids last month 
for a recent diagnosis of presbycusis, but the tinnitus has not improved. It is nonpulsatile and not 
associated with any other symptoms including headache, numbness, tingling, or weakness. 
Examination findings, including a neurologic examination and an ear examination, are normal except 
for her known hearing loss. 
 
Which one of the following has the best evidence of improving quality of life in patients such as this? 
A)   Carbamazepine (Tegretol) 
B)   Acupuncture 
C)   Cognitive behavioral therapy 
D)   Transcranial magnetic stimulation 
E)   Surgical microvascular decompression

A) 
B) 
C) 
D) 
E) ",Special Sensory,Pharmacology,Chronic Care Management,C
